,0
W0,8.452012423276756e-10
W1,2.0953618840025e-09
W2,1.5617273030343881e-09
W3,4.128724029328623e-10
W4,9.452014726463176e-10
W5,1.7492862713908153e-09
W6,1.9831909447987073e-09
